,Unnamed: 0,Date,Contest number,Word,Number of  reported results,Number in hard mode,1 try,2 tries,3 tries,4 tries,5 tries,6 tries,7 or more tries (X),Mean,Std,Skew,Kurt,entropy,text_rate,green_score,yellow_score,conbine_score,target
238,238,2022/9/2,440,charm,35724,3149,1,12,32,34,16,5,1,3.67,1.068222823,0.144079851,-0.3240552,10890.82661,8.61E-06,0.36379385,0.264183629,2.6,3
239,239,2022/9/3,441,gully,31191,2877,0,1,9,27,31,25,7,4.752688172,0.990882239,-0.351967506,-0.639385405,8190.230548,8.98E-07,0.406236466,0.22797748,0.58,2
240,240,2022/9/4,442,inter,32018,2889,0,6,25,36,23,8,1,4.020408163,1.029955337,0.071299922,-0.54157435,12250.32534,1.68E-05,0.330012993,0.355045474,6.72,1
241,241,2022/9/5,443,whoop,32733,2970,0,1,16,47,29,7,1,4.25,0.841130192,0.107124923,-0.20904244,7557.052146,3.70E-07,0.284538761,0.212386314,0,1
242,242,2022/9/6,444,taunt,32734,3022,0,4,19,27,21,16,13,4.298850575,1.135781088,-0.03877034,-0.892798265,10275.39013,5.34E-07,0.456041576,0.300736249,1.04,0
243,243,2022/9/7,445,leery,30992,2873,0,3,17,37,28,12,2,4.298969072,0.996539874,-0.062409225,-0.49406966,10262.91384,1.48E-07,0.441316587,0.389519273,2.88,2
244,244,2022/9/8,446,class,31962,3001,0,4,21,32,22,13,7,4.206521739,1.078828304,0.050633431,-0.732361027,10084.56086,0.000162183,0.394543092,0.303334778,0.87,0
245,245,2022/9/9,447,theme,32172,2909,0,8,29,40,18,4,0,3.808080808,0.96060553,0.117342037,-0.312122747,9554.985037,2.00E-05,0.4157644,0.337115635,7.42,1
246,246,2022/9/10,448,lofty,29237,2777,0,4,19,34,27,13,3,4.268041237,1.050434018,-0.070569966,-0.630233666,10139.51524,5.65E-06,0.387180598,0.24694673,1.17,0
247,247,2022/9/11,449,tibia,27887,2675,0,1,14,40,30,12,2,4.391752577,0.914451005,0.038274531,-0.485198001,9279.606146,2.03E-06,0.271546124,0.287916847,1.34,2
248,248,2022/9/12,450,booze,29147,2883,0,1,7,27,38,23,4,4.78125,0.926497943,-0.418026735,-0.297128938,8017.121751,6.32E-07,0.492420961,0.264703334,0,2
249,249,2022/9/13,451,alpha,29497,2706,0,3,19,40,28,9,1,4.212121212,0.956347505,-0.018070049,-0.39554604,8786.507774,5.89E-06,0.211346903,0.296058901,2.02,1
250,250,2022/9/14,452,thyme,32142,2938,1,5,24,41,23,5,0,3.95959596,0.98390268,-0.173673945,0.065544406,10510.39989,8.58E-07,0.351667388,0.267301862,4.35,1
251,251,2022/9/15,453,doubt,33344,3011,1,12,32,34,16,4,0,3.646464646,1.047489845,0.11059662,-0.316957271,10254.34242,8.28E-05,0.360329147,0.227024685,0.87,3
252,252,2022/9/16,454,parer,37309,4130,0,0,4,11,15,22,48,5.057692308,0.969009437,-0.622668871,-0.757281331,10935.08959,1.84E-08,0.492854049,0.377999134,4.97,2
253,253,2022/9/17,455,chute,33418,3073,0,11,37,36,12,3,0,3.585858586,0.942917255,0.330022497,-0.126405771,11373.64333,1.50E-06,0.462537895,0.284711997,1.8,1
254,254,2022/9/18,456,stick,33102,3038,1,9,36,35,14,4,0,3.646464646,0.998110653,0.202947796,-0.030722092,10233.50692,1.53E-05,0.420528367,0.23837159,3.09,3
255,255,2022/9/19,457,trice,35050,3430,0,5,24,25,18,17,11,4.202247191,1.191541116,0.083660463,-1.034301318,13009.57842,1.68E-07,0.543092248,0.346556951,2.08,0
256,256,2022/9/20,458,alike,31277,2843,0,6,20,33,27,12,2,4.193877551,1.084756751,-0.102213653,-0.650791491,11955.57149,1.64E-05,0.469034214,0.329233436,1.71,0
257,257,2022/9/21,459,recap,31976,2900,0,5,30,35,21,8,1,3.96969697,1.019551748,0.232156512,-0.556518373,11839.76296,2.18E-07,0.268514508,0.341446514,1.85,1
258,258,2022/9/22,460,saint,34455,3119,1,14,35,29,15,5,1,3.585858586,1.091843969,0.268999635,-0.383997241,12721.52511,5.25E-06,0.593330446,0.313122564,3.47,3
259,259,2022/9/23,461,glory,31509,2893,0,6,30,39,19,5,0,3.868686869,0.960286833,0.196059681,-0.3326447,10910.9976,2.05E-05,0.464270247,0.268514508,1.28,1
260,260,2022/9/24,462,grate,32777,3077,1,14,29,28,16,8,3,3.708333333,1.180718943,0.199254527,-0.611018146,12941.30095,2.15E-06,0.540926808,0.358683413,3.38,3
261,261,2022/9/25,463,admit,28994,2677,0,10,25,34,22,8,1,3.929292929,1.094084417,0.047606755,-0.651170754,10661.83981,2.56E-05,0.273711563,0.267042009,1.12,3
262,262,2022/9/26,464,brisk,31706,2884,0,5,23,38,24,7,1,4.051546392,0.988293688,0.024946803,-0.438785807,10227.2307,2.28E-06,0.428757038,0.236032915,1.86,1
263,263,2022/9/27,465,soggy,30985,2888,0,2,18,38,28,11,2,4.288659794,0.962800499,0.020793998,-0.52503202,8558.488404,4.26E-07,0.498484192,0.213512343,0,2
264,264,2022/9/28,466,usurp,31355,3007,0,3,21,38,26,9,1,4.175257732,0.973994954,0.0456987,-0.490418794,8508.539715,6.50E-07,0.181896925,0.247899524,0.54,1
265,265,2022/9/29,467,scald,30477,2829,0,4,23,36,24,11,2,4.153061224,1.033638717,0.079187661,-0.613399816,11334.40379,3.39E-07,0.429190126,0.279514942,1.09,1
266,266,2022/9/30,468,scorn,31223,2859,0,8,31,35,20,6,1,3.85,1.023474475,0.190982187,-0.511127187,11582.1191,3.62E-06,0.401905587,0.291554785,2.07,1
267,267,2022/10/1,469,leave,28202,2696,0,4,16,34,31,12,1,4.319587629,1.020878859,-0.204355819,-0.465814218,10111.18764,0.000109206,0.476829796,0.372715463,2.35,2
268,268,2022/10/2,470,twine,30088,2775,0,6,28,40,20,5,1,3.898989899,0.958691759,0.133836496,-0.331793291,11512.20164,1.33E-06,0.460372456,0.294153313,3.12,1
269,269,2022/10/3,471,sting,32288,2969,1,10,30,33,18,8,2,3.81,1.119776763,0.122201735,-0.438406482,10689.23394,2.32E-06,0.403204851,0.255521871,5.77,3
270,270,2022/10/4,472,bough,32014,3060,0,3,17,35,28,13,3,4.322916667,1.015451374,-0.080867104,-0.565227158,9313.911083,7.14E-07,0.359462971,0.190212213,0.87,2
271,271,2022/10/5,473,sloth,32522,2987,1,10,38,34,13,3,0,3.575757576,0.975362239,0.21148164,-0.008262399,11638.55489,6.09E-07,0.469467302,0.281766999,3.56,3
272,272,2022/10/6,474,dandy,29026,2840,0,2,11,23,29,24,11,4.696629213,1.064276875,-0.435904159,-0.619408895,8938.340803,5.82E-07,0.426591598,0.238891294,3.34,2
273,273,2022/10/7,475,vigor,26905,2642,0,2,15,35,31,14,2,4.412371134,0.981820078,-0.114138128,-0.547314031,10036.81987,4.25E-06,0.283672586,0.240970117,1.28,2
274,274,2022/10/8,476,howdy,28408,2668,0,2,13,32,32,17,4,4.510416667,0.999945745,-0.216178757,-0.55361413,8718.245153,3.74E-08,0.349501949,0.186314421,0,2
275,275,2022/10/9,477,enjoy,26878,2654,0,3,12,29,33,20,3,4.567010309,1.044447434,-0.36805139,-0.478012998,9015.569765,2.75E-05,0.284971849,0.260459073,1.45,2
276,276,2022/10/10,478,valid,28575,2752,0,4,28,38,21,8,1,4.01010101,0.989795913,0.229799613,-0.473713601,10352.356,2.82E-05,0.318319619,0.251710698,1.71,1
277,277,2022/10/11,479,ionic,29151,2947,0,2,13,25,28,21,11,4.595505618,1.067593125,-0.304874361,-0.745818307,9112.685479,3.93E-06,0.276743179,0.272065829,3.29,2
278,278,2022/10/12,480,equal,27197,2677,0,5,23,35,25,11,2,4.141414141,1.054189343,0.026252247,-0.636020008,9895.403134,0.000100455,0.242096146,0.295885666,1.09,1
279,279,2022/10/13,481,floor,28906,2752,0,3,23,44,24,6,0,4.07,0.908350153,0.101918703,-0.261519789,9391.012788,6.47E-05,0.399307059,0.289995669,1.28,1
280,280,2022/10/14,482,catch,30403,3123,0,7,18,20,15,16,23,4.197368421,1.267194756,-0.024859905,-1.084409605,9438.246959,2.33E-05,0.389779125,0.263404071,2.09,0
281,281,2022/10/15,483,spade,30459,2854,1,8,29,36,19,6,1,3.828282828,1.05447966,0.036265024,-0.252249567,11883.14094,1.42E-06,0.529666522,0.314508446,0.76,3
282,282,2022/10/16,484,stein,31269,2965,1,12,34,32,16,5,1,3.65,1.071214264,0.193415593,-0.338587723,12187.18013,1.62E-07,0.392810741,0.335210048,4.68,3
283,283,2022/10/17,485,exist,28612,2805,0,5,24,38,23,8,1,4.051020408,1.003793305,0.079429095,-0.468725042,10437.83507,5.56E-05,0.336076223,0.288783024,2.18,1
284,284,2022/10/18,486,quirk,28322,2794,0,3,23,39,24,9,2,4.132653061,0.975597725,0.128038189,-0.488823909,8585.781789,2.22E-07,0.319185795,0.19679515,0,1
285,285,2022/10/19,487,denim,28741,2769,0,5,29,40,20,5,0,3.909090909,0.943782515,0.181725027,-0.324869806,10807.12248,5.26E-07,0.298397575,0.27561715,2.21,1
286,286,2022/10/20,488,grove,28637,2794,0,4,18,30,28,17,3,4.371134021,1.096569981,-0.162818322,-0.756369883,10867.1249,2.79E-06,0.472932005,0.289475964,1.56,0
287,287,2022/10/21,489,spiel,29084,2810,0,7,32,36,19,6,1,3.85,1.003742995,0.243999861,-0.43705706,12169.54577,1.09E-07,0.504547423,0.316067563,0,1
288,288,2022/10/22,490,mummy,29279,3021,0,1,4,14,27,37,18,5.144578313,0.945917418,-0.974569919,0.404729625,5705.36615,7.93E-07,0.339974015,0.159203117,0,2
289,289,2022/10/23,491,fault,28947,2768,0,7,27,35,22,8,1,3.96969697,1.048852624,0.112961814,-0.579801896,11161.05883,2.65E-05,0.441316587,0.269813773,0,1
290,290,2022/10/24,492,foggy,28953,2817,0,2,13,35,32,15,3,4.463917526,0.974540396,-0.165945362,-0.471871546,7282.040349,7.52E-07,0.398873971,0.175487224,0,2
291,291,2022/10/25,493,flout,30063,2904,0,6,28,37,21,7,1,3.949494949,1.008787024,0.160160219,-0.476285364,10673.50959,2.09E-07,0.395409268,0.250584669,0.87,1
292,292,2022/10/26,494,carry,27609,2615,0,4,22,35,24,12,3,4.18556701,1.048611226,0.053668641,-0.651869424,10010.64608,7.23E-05,0.510610654,0.317713295,1.07,1
293,293,2022/10/27,495,sneak,27905,2636,0,7,28,36,21,7,1,3.929292929,1.027427161,0.141590262,-0.514758372,11321.58289,1.34E-06,0.391511477,0.316673886,1.38,1
294,294,2022/10/28,496,libel,25156,2536,0,3,15,32,32,16,2,4.43877551,1.030814286,-0.226856532,-0.561497225,9824.179517,3.37E-06,0.353832828,0.312862712,1.2,2
295,295,2022/10/29,497,waltz,24672,2496,0,2,11,29,35,19,3,4.604166667,0.994559855,-0.352418157,-0.427023854,9217.355155,7.31E-07,0.277609355,0.229883066,1.09,2
296,296,2022/10/30,498,aptly,26498,2572,0,3,26,41,23,7,1,4.05,0.942072184,0.187480027,-0.403269193,10908.9695,1.82E-06,0.362927674,0.277955825,0,1
297,297,2022/10/31,499,piney,27502,3667,0,1,14,37,33,14,2,4.454545455,0.934984765,-0.053313394,-0.5768528,11178.00072,6.09E-08,0.502815071,0.282546557,3.12,2
298,298,2022/11/1,500,inept,27670,2640,0,6,30,39,20,6,1,3.900990099,0.980047993,0.198926944,-0.383758974,11270.78687,6.37E-07,0.260285838,0.30896492,3.12,1
299,299,2022/11/2,501,aloud,29554,2819,1,18,31,30,15,4,1,3.525252525,1.104110176,0.206229878,-0.533041601,11197.3639,6.13E-06,0.339107839,0.286097878,1.96,3
300,300,2022/11/3,502,photo,27330,2565,0,5,34,43,15,3,0,3.77,0.870114935,0.280170129,-0.039955415,8781.02153,1.14E-05,0.31398874,0.258726721,1.04,1
301,301,2022/11/4,503,dream,29743,2751,5,14,31,29,15,4,1,3.479591837,1.180017224,-0.025738513,-0.360969528,11701.94787,2.49E-05,0.328713729,0.33009961,2.54,3
302,302,2022/11/5,504,stale,31068,3013,2,19,30,27,15,6,2,3.525252525,1.192090383,0.226372777,-0.580047947,13249.65116,2.06E-06,0.576873105,0.374014726,2.97,3
303,303,2022/11/6,505,begin,26096,2439,0,6,26,36,23,7,1,3.989795918,1.015139459,0.078928297,-0.527960148,10484.33437,5.51E-05,0.333044608,0.265309658,3.01,1
304,304,2022/11/7,506,spell,27213,2531,0,4,24,37,24,9,1,4.102040816,1.00498549,0.096468353,-0.540346987,9929.470288,7.57E-06,0.398440883,0.320051972,0.58,1
305,305,2022/11/8,507,rainy,28984,2678,1,16,38,31,11,3,1,3.44,1.013114011,0.307702895,-0.126608586,11932.49783,3.52E-06,0.528800346,0.306539627,3.12,3
306,306,2022/11/9,508,unite,27467,2575,1,11,31,33,18,5,1,3.717171717,1.073466998,0.090114568,-0.390073506,11931.81821,6.63E-06,0.410134257,0.317713296,2.32,3
307,307,2022/11/10,509,medal,25993,2438,0,5,25,38,23,8,1,4.04040404,1.004225335,0.098661726,-0.482981624,11468.11576,3.89E-06,0.320485058,0.314421828,3.05,1
308,308,2022/11/11,510,valet,24660,2356,0,4,22,38,25,9,1,4.132653061,0.996296767,0.041887705,-0.4880462,11897.13182,1.03E-06,0.446080554,0.329320053,1.92,1
309,309,2022/11/12,511,inane,25085,2515,0,8,25,30,21,13,3,4.06185567,1.156019058,0.079559082,-0.829097444,10795.50461,2.88E-07,0.446513642,0.348289303,5.11,0
310,310,2022/11/13,512,maple,26536,2467,1,6,26,36,21,8,1,3.959183673,1.068265496,-0.019243463,-0.253667217,11785.11647,3.10E-06,0.455608489,0.311996536,1.4,1
311,311,2022/11/14,513,snarl,27475,2650,0,5,21,31,24,15,4,4.239583333,1.115653692,-0.031530821,-0.79757348,12428.89564,4.72E-07,0.460372456,0.331658727,1.07,0
312,312,2022/11/15,514,baker,25576,2541,0,5,16,23,24,22,10,4.466666667,1.194431524,-0.292809079,-0.904940752,11081.74577,1.48E-06,0.441316587,0.31113036,2.05,0
313,313,2022/11/16,515,there,27465,2530,0,14,35,33,14,4,0,3.59,1.020735029,0.320128608,-0.375322698,10741.82278,0.00114139,0.451277609,0.387440451,10.53,3
314,314,2022/11/17,516,glyph,29208,2899,0,2,23,49,20,5,1,4.03030303,0.846317578,0.242469152,0.009428008,9060.481111,1.83E-07,0.229969684,0.190731919,0,1
315,315,2022/11/18,517,avert,24749,2400,0,7,26,35,22,9,1,4,1.063632047,0.10073301,-0.600765306,11742.83322,1.95E-06,0.318319619,0.344997835,2.88,1
316,316,2022/11/19,518,brave,24991,2396,1,6,17,27,27,18,5,4.322916667,1.203249002,-0.352062988,-0.529949808,11299.05132,1.06E-05,0.525335643,0.30610654,1.52,0
317,317,2022/11/20,519,axiom,24288,2382,0,5,19,33,27,13,3,4.24742268,1.074838063,-0.105017345,-0.644150938,9176.621688,1.60E-06,0.257254223,0.238284972,1.38,0
318,318,2022/11/21,520,prime,27437,2534,1,10,26,32,21,9,1,3.898989899,1.150274008,-0.001354318,-0.55425608,11732.87959,1.86E-05,0.504114335,0.301255955,1.52,3
319,319,2022/11/22,521,drive,26663,2451,1,12,32,30,18,6,1,3.707070707,1.112395951,0.155160589,-0.493415333,11154.88748,4.21E-05,0.481160676,0.289475964,1.56,3
320,320,2022/11/23,522,feast,27705,2725,5,13,25,27,19,10,2,3.727272727,1.324349902,-0.090998641,-0.648483868,12201.52622,7.17E-06,0.478995236,0.331831963,2.61,3
321,321,2022/11/24,523,itchy,24197,2329,0,8,28,40,18,5,1,3.838383838,0.981722571,0.135361259,-0.312081996,9529.53276,2.88E-07,0.242096146,0.232568211,1.72,1
322,322,2022/11/25,524,clean,26381,2424,1,17,36,31,12,3,0,3.45,1.033198916,0.269960326,-0.265574867,12327.90423,3.45E-05,0.375487224,0.343785189,3.51,3
323,323,2022/11/26,525,happy,25206,2356,0,6,28,39,19,6,1,3.908163265,0.980282495,0.184383491,-0.342651547,8226.782865,4.83E-05,0.365526202,0.21792984,0.93,1
324,324,2022/11/27,526,tepid,26051,2484,0,10,38,35,13,3,0,3.606060606,0.940859073,0.347136273,-0.162600506,11222.20431,5.45E-07,0.313122564,0.293373755,1.2,1
325,325,2022/11/28,527,undue,23739,2316,0,3,19,35,29,13,2,4.303030303,1.019551748,-0.060126489,-0.624505238,9124.271729,6.57E-06,0.302728454,0.270939801,1.35,2
326,326,2022/11/29,528,study,2569,2405,0,6,30,33,19,10,2,3.969387755,1.073370446,0.25886077,-0.630715423,10075.77449,0.000240195,0.450411434,0.232135123,1.05,1
327,327,2022/11/30,529,eject,22628,2200,0,2,11,35,36,14,2,4.5,0.939496174,-0.258409319,-0.260950917,8116.618172,5.82E-07,0.283239498,0.319705501,0,2
328,328,2022/12/1,530,chafe,24646,2343,0,6,30,33,19,9,2,3.948453608,1.058798522,0.259076746,-0.593095629,11090.01018,2.08E-07,0.478562148,0.285491556,1.53,1
329,329,2022/12/2,531,torso,23873,2260,0,4,35,36,17,6,1,3.857142857,0.958314847,0.427337436,-0.314074074,10451.03648,1.38E-06,0.355132092,0.329146816,2.32,1
330,330,2022/12/3,532,adore,25577,2398,2,17,32,29,15,5,1,3.53,1.14415908,0.186707516,-0.460604039,12549.07095,1.35E-06,0.422260719,0.367951494,3.13,3
331,331,2022/12/4,533,woken,23153,2200,0,2,10,25,36,23,4,4.708333333,1.009503453,-0.486152164,-0.358587104,9966.652791,5.86E-07,0.35556518,0.256388047,1.45,2
332,332,2022/12/5,534,amber,23509,2261,0,6,22,33,24,12,3,4.144329897,1.093464095,-0.004017624,-0.694160356,11225.48871,2.25E-06,0.330879168,0.320311823,2.63,0
333,333,2022/12/6,535,joust,24899,2388,0,6,29,34,21,8,2,3.959183673,1.039214454,0.190624817,-0.582112778,9832.161447,1.22E-07,0.38458207,0.228930273,1.92,1
334,334,2022/12/7,536,infer,21199,1863,0,3,19,33,26,14,3,4.305263158,1.047037768,-0.028239821,-0.707870989,11015.79531,4.84E-06,0.292767432,0.311736683,4.48,2
335,335,2022/12/8,537,braid,23640,2165,0,10,36,35,14,3,0,3.632653061,0.951773373,0.292235695,-0.256632897,11329.32022,1.10E-06,0.442615851,0.27847553,0.69,1
336,336,2022/12/9,538,knock,21157,2041,0,3,18,43,27,8,1,4.191919192,0.928524056,-0.010633959,-0.246163398,7873.588932,5.77E-06,0.265482893,0.192377653,0,1
337,337,2022/12/10,539,naive,21947,2075,1,7,24,32,24,11,1,4.050505051,1.140385699,-0.098895048,-0.503711253,11486.9884,3.24E-06,0.465136423,0.311823301,0.83,0
338,338,2022/12/11,540,apply,22873,2150,0,5,28,38,22,7,1,3.98,0.989747443,0.163769708,-0.467371204,8779.492634,7.95E-05,0.339540927,0.246427025,0,1
339,339,2022/12/12,541,spoke,24101,2224,0,6,31,38,19,5,0,3.858585859,0.964104242,0.217757931,-0.359519014,10789.60401,4.08E-05,0.496318753,0.279428325,0,1
340,340,2022/12/13,542,usual,20824,2048,0,3,20,39,27,10,1,4.212121212,0.977243363,0.020453805,-0.47848003,9338.050878,5.80E-05,0.229969684,0.285058468,1.09,1
341,341,2022/12/14,543,rival,22176,2127,0,7,27,35,22,8,1,3.96969697,1.048852624,0.112961814,-0.579801896,10956.40309,9.62E-06,0.29103508,0.29536596,1.82,1
342,342,2022/12/15,544,probe,22853,2160,0,6,24,32,24,11,3,4.103092784,1.088691034,0.034644239,-0.718671973,11523.00174,8.09E-06,0.475097445,0.305326981,1.31,0
343,343,2022/12/16,545,chord,22336,2088,0,7,39,38,13,3,0,3.66,0.896883493,0.387817319,-0.018477686,10797.07878,3.73E-06,0.369423993,0.251624079,1.88,1
344,344,2022/12/17,546,taper,22166,2108,0,8,28,30,20,11,3,3.979381443,1.130453622,0.168903623,-0.767592227,12724.27806,1.89E-06,0.450411434,0.36344738,2.05,0
345,345,2022/12/18,547,slate,26010,2422,6,14,33,27,13,5,1,3.428571429,1.212183053,0.063836029,-0.311342593,13521.08663,4.82E-06,0.620181897,0.374014726,2.69,3
346,346,2022/12/19,548,third,24137,2261,1,10,47,32,9,2,0,3.435643564,0.894602535,0.359663074,0.447128993,11191.70636,0.000153992,0.358163707,0.266435686,4.32,1
347,347,2022/12/20,549,lunar,22180,2036,0,5,32,40,17,4,0,3.826530612,0.915016563,0.269207584,-0.203378559,11879.14296,3.45E-06,0.339107839,0.314161975,1.07,1
348,348,2022/12/21,550,excel,20490,2034,0,1,13,34,34,15,2,4.505154639,0.94294681,-0.125527438,-0.584208997,8133.077546,1.70E-06,0.266349069,0.319445649,0.65,2
349,349,2022/12/22,551,aorta,21937,2112,0,7,26,35,20,10,3,4,1.078547776,0.146395682,-0.602031394,10788.54748,2.61E-06,0.339540927,0.374967518,1.28,1
350,350,2022/12/23,552,poise,20281,1911,2,11,34,32,15,6,1,3.65,1.10792599,0.148347862,-0.215720028,12271.70269,9.44E-07,0.553919446,0.319272413,2.06,3
351,351,2022/12/24,553,extra,15554,1562,1,5,20,35,28,10,1,4.151515152,1.076504222,-0.254995892,-0.200274512,10517.50934,3.56E-05,0.177566046,0.335036813,0.69,0
352,352,2022/12/25,554,judge,20011,2043,0,2,8,16,26,33,14,4.941176471,1.077611096,-0.785623024,-0.231873321,8701.794769,5.70E-05,0.336942399,0.210134258,0,2
353,353,2022/12/26,555,condo,20879,2012,0,2,17,35,29,14,3,4.371134021,0.998138346,-0.047241844,-0.641685151,8864.73501,5.12E-07,0.320918146,0.255262017,3.9,2
354,354,2022/12/27,556,impel,20160,1937,0,3,21,40,25,9,1,4.163265306,0.965674952,0.077190875,-0.431806852,10723.38531,4.07E-07,0.260718926,0.285578173,0,1
355,355,2022/12/28,557,havoc,20001,1919,0,2,16,38,30,12,2,4.346938776,0.959400757,-0.045970149,-0.483318933,9700.550141,1.71E-06,0.253356431,0.237505414,0.93,2
356,356,2022/12/29,558,molar,21204,1973,0,4,21,38,26,9,1,4.153061224,0.993366168,0.002536352,-0.472329753,11906.88301,3.42E-06,0.377652663,0.316760502,1.07,1
357,357,2022/12/30,559,manly,20380,1899,0,2,17,37,29,12,2,4.329896907,0.970934819,-0.02233707,-0.543569536,10833.82186,2.72E-06,0.465136423,0.26019922,2.56,2
