word,freq
ratio,5.54975e-05
ratty,1.1257399999999999e-07
raven,9.78799e-07
rayon,1.20445e-06
razor,1.90386e-06
reach,5.92654e-05
react,8.0265e-06
ready,7.28064e-05
realm,1.16664e-05
rearm,8.69352e-08
rebar,1.3306699999999998e-07
rebel,4.8833599999999994e-06
rebus,3.3963299999999995e-07
rebut,9.532769999999998e-07
recap,2.18073e-07
recur,1.7576599999999999e-06
recut,7.51964e-08
reedy,1.8537699999999998e-07
refer,3.72887e-05
refit,2.55561e-07
regal,1.1407499999999998e-06
rehab,4.0817899999999997e-07
reign,1.67663e-05
relax,4.95138e-06
relay,4.63884e-06
relic,1.69353e-06
remit,2.10191e-06
renal,1.11733e-05
renew,4.99136e-06
repay,4.1159e-06
repel,1.56685e-06
reply,3.0092e-05
rerun,2.44507e-07
reset,1.84518e-06
resin,6.71106e-06
retch,6.64948e-08
retro,5.20149e-07
retry,1.26648e-07
reuse,2.03175e-06
revel,6.73818e-07
revue,3.79936e-07
rhino,2.80532e-07
rhyme,2.64912e-06
rider,3.49927e-06
ridge,1.01103e-05
rifle,6.95618e-06
right,0.000403903
rigid,1.38785e-05
rigor,1.27538e-06
rinse,1.3663199999999999e-06
ripen,1.16589e-06
riper,2.15444e-07
risen,8.96955e-06
riser,7.268449999999999e-07
risky,3.05656e-06
rival,9.623869999999999e-06
river,7.67351e-05
rivet,9.87098e-07
roach,3.50307e-07
roast,2.3162699999999998e-06
robin,8.437939999999999e-07
robot,3.6657999999999997e-06
rocky,5.66076e-06
rodeo,4.33054e-07
roger,6.395600000000001e-08
rogue,1.4075699999999999e-06
roomy,5.04986e-07
roost,7.31253e-07
rotor,4.89452e-06
rouge,5.109829999999999e-07
rough,2.17843e-05
round,7.40989e-05
rouse,1.4077299999999999e-06
route,3.14419e-05
rover,2.8834599999999995e-07
rowdy,3.6999399999999994e-07
rower,1.2663e-07
royal,2.15556e-05
ruddy,9.952949999999999e-07
ruder,2.22504e-07
rugby,6.9943e-07
ruler,7.367049999999999e-06
rumba,6.41876e-08
rumor,1.87775e-06
rupee,1.00086e-06
rural,4.40611e-05
rusty,1.96057e-06
sadly,4.26741e-06
safer,4.6262199999999996e-06
saint,5.25338e-06
salad,3.7128899999999998e-06
sally,5.290379999999999e-07
salon,1.4593499999999998e-06
salsa,4.15334e-07
salty,1.04576e-06
salve,4.42846e-07
salvo,2.76711e-07
sandy,9.98318e-06
saner,1.55809e-07
sappy,1.12093e-07
sassy,1.41619e-07
satin,2.14385e-06
satyr,2.66428e-07
sauce,6.0856700000000005e-06
saucy,4.1244199999999996e-07
sauna,4.37291e-07
saute,2.1354899999999998e-07
savor,5.988089999999999e-07
savoy,2.09939e-08
savvy,6.63497e-07
scald,3.39033e-07
scale,8.06135e-05
scalp,2.4728699999999997e-06
scaly,8.61491e-07
scamp,1.62894e-07
scant,2.19883e-06
scare,2.2571400000000002e-06
scarf,1.6681099999999998e-06
scary,1.39514e-06
scene,4.10315e-05
scent,4.772289999999999e-06
scion,6.148839999999999e-07
scoff,3.5194899999999994e-07
scold,5.73426e-07
scone,8.98069e-08
scoop,1.25344e-06
scope,3.3008e-05
score,2.0263e-05
scorn,3.62107e-06
scour,9.447979999999999e-07
scout,1.64859e-06
scowl,6.42365e-07
scram,1.2531399999999998e-07
scrap,6.34534e-06
scree,1.96414e-07
screw,9.69723e-06
scrub,2.32561e-06
scrum,1.7501799999999999e-07
scuba,3.94304e-07
sedan,8.83688e-07
seedy,3.43836e-07
segue,7.10419e-08
seize,5.84674e-06
semen,1.59363e-06
sense,0.000142088
sepia,3.36159e-07
serif,1.67069e-07
serum,1.65762e-05
serve,7.0087e-05
setup,3.54969e-06
seven,7.92179e-05
sever,1.34763e-06
sewer,6.8746499999999995e-06
shack,1.01685e-06
shade,1.24251e-05
shady,1.75608e-06
shaft,2.21207e-05
shake,8.93585e-06
shaky,1.37832e-06
shale,8.11834e-06
shall,0.000680749
shalt,5.50444e-06
shame,1.11421e-05
shank,1.5493300000000001e-06
shape,5.18016e-05
shard,1.67589e-07
share,8.3714e-05
shark,1.82629e-06
sharp,2.86607e-05
shave,1.2379e-06
shawl,1.4187e-06
shear,1.06406e-05
sheen,8.250229999999999e-07
sheep,2.27165e-05
sheer,6.65731e-06
sheet,3.29874e-05
sheik,1.60745e-07
shelf,8.69876e-06
shell,2.2051e-05
shied,3.0900699999999996e-07
shift,3.16148e-05
shine,4.70806e-06
shiny,2.76716e-06
shire,1.2088e-06
shirk,4.166559999999999e-07
shirt,1.20943e-05
shoal,1.27749e-06
shock,2.24559e-05
shone,4.112779999999999e-06
shook,2.02635e-05
shoot,1.08002e-05
shore,2.4743e-05
shorn,8.906879999999999e-07
short,0.000162015
shout,4.403789999999999e-06
shove,1.07541e-06
shown,0.000190543
showy,1.01931e-06
shrew,3.4217599999999995e-07
shrub,2.79176e-06
shrug,1.4319699999999998e-06
shuck,9.81998e-08
shunt,2.07465e-06
shush,6.25598e-08
shyly,5.877539999999999e-07
siege,6.13666e-06
sieve,2.5360699999999998e-06
sight,4.26244e-05
sigma,7.405499999999999e-07
silky,1.3188e-06
silly,5.5944900000000005e-06
since,0.000276876
sinew,3.8345799999999997e-07
singe,1.3294999999999998e-07
siren,9.59613e-07
sissy,1.6553e-07
sixth,1.70731e-05
sixty,2.31264e-05
skate,6.27592e-07
skier,2.7175099999999996e-07
skiff,4.55075e-07
skill,2.65222e-05
skimp,7.865350000000001e-08
skirt,4.53731e-06
skulk,8.173970000000001e-08
skull,7.67018e-06
skunk,4.97179e-07
slack,3.2444999999999996e-06
slain,4.70357e-06
slang,1.39823e-06
slant,1.252e-06
slash,1.45263e-06
slate,4.82279e-06
sleek,1.2016599999999998e-06
sleep,3.78317e-05
sleet,6.33064e-07
slept,8.32481e-06
slice,4.15803e-06
slick,1.3834900000000001e-06
slide,1.15539e-05
slime,1.2333299999999999e-06
slimy,7.64474e-07
sling,1.23552e-06
slink,1.4618699999999998e-07
sloop,1.08506e-06
slope,1.8954e-05
slosh,7.80004e-08
sloth,6.090569999999999e-07
slump,1.47638e-06
slung,1.1891799999999999e-06
slunk,2.68909e-07
slurp,6.31793e-08
slush,4.48506e-07
slyly,3.8912699999999996e-07
smack,9.13657e-07
small,0.000332485
smart,8.29925e-06
smash,1.22302e-06
smear,1.49811e-06
smell,1.21063e-05
smelt,1.00968e-06
smile,3.04689e-05
smirk,6.112949999999999e-07
smite,5.86397e-07
smith,9.75624e-07
smock,2.95576e-07
smoke,1.96883e-05
smoky,1.23282e-06
smote,9.882049999999998e-07
snack,1.4625999999999998e-06
snail,1.4754299999999999e-06
snake,5.60822e-06
snaky,8.95451e-08
snare,1.31712e-06
snarl,4.7206099999999993e-07
sneak,1.33829e-06
sneer,1.07684e-06
snide,1.45842e-07
sniff,6.942529999999999e-07
snipe,3.94695e-07
snoop,1.0140100000000001e-07
snore,2.78896e-07
snort,5.744609999999999e-07
snout,1.5813699999999998e-06
snowy,1.60418e-06
snuck,3.43792e-07
snuff,1.31006e-06
soapy,3.53719e-07
sober,4.68487e-06
soggy,4.25631e-07
solar,1.80203e-05
solid,4.55478e-05
solve,1.79596e-05
sonar,7.32559e-07
sonic,1.1559999999999998e-06
sooth,4.323e-07
sooty,4.5008199999999997e-07
sorry,2.22503e-05
sound,8.31749e-05
south,7.12334e-05
sower,2.2110699999999997e-07
space,0.000118842
spade,1.41575e-06
spank,1.63127e-07
spare,1.12211e-05
spark,5.73239e-06
spasm,1.79249e-06
spawn,1.21361e-06
speak,6.89225e-05
spear,3.61147e-06
speck,8.53039e-07
speed,6.29323e-05
spell,7.57079e-06
spelt,9.336529999999999e-07
spend,2.76229e-05
spent,5.57741e-05
sperm,4.0576899999999994e-06
spice,1.4733799999999998e-06
spicy,9.91938e-07
spied,8.212099999999999e-07
spiel,1.0938300000000001e-07
spike,2.64427e-06
spiky,2.53615e-07
spill,3.12041e-06
spilt,4.69046e-07
spine,8.310249999999999e-06
spiny,6.85766e-07
spire,1.4236399999999998e-06
spite,2.73437e-05
splat,1.0315399999999999e-07
split,1.76491e-05
spoil,3.6623499999999998e-06
spoke,4.08153e-05
spoof,1.5085900000000001e-07
spook,1.65114e-07
spool,9.372509999999999e-07
spoon,3.23442e-06
spore,1.71717e-06
sport,1.18003e-05
spout,1.10799e-06
spray,1.00242e-05
spree,4.4330100000000003e-07
sprig,3.64058e-07
spunk,1.4175500000000001e-07
spurn,2.91015e-07
spurt,6.78367e-07
squad,2.75856e-06
squat,1.00173e-06
squib,1.20293e-07
stack,6.7034900000000004e-06
staff,8.32456e-05
stage,8.94978e-05
staid,9.73807e-07
stain,4.9887499999999995e-06
stair,1.63947e-06
stake,8.51862e-06
stale,2.06368e-06
stalk,3.0840499999999997e-06
stall,3.29459e-06
stamp,9.65703e-06
stand,7.54197e-05
stank,2.15829e-07
stare,4.8491e-06
stark,2.4051499999999997e-06
start,6.90366e-05
stash,3.0235599999999996e-07
state,0.000407045
stave,8.125120000000001e-07
stead,2.5707399999999996e-06
steak,1.77088e-06
steal,5.1975e-06
steam,3.67394e-05
steed,1.04374e-06
steel,6.35594e-05
steep,1.02728e-05
steer,2.9678599999999997e-06
stein,1.61527e-07
stern,6.80879e-06
stick,1.53295e-05
stiff,7.812039999999998e-06
still,0.000328205
stilt,1.27577e-07
sting,2.3233199999999996e-06
stink,7.545609999999999e-07
stint,8.3499e-07
stock,0.000112627
stoic,4.35604e-07
stoke,1.5866499999999997e-07
stole,3.89196e-06
stomp,2.03201e-07
stone,4.96127e-05
stony,2.1769699999999997e-06
stood,6.53874e-05
stool,3.73992e-06
stoop,1.22783e-06
store,3.89175e-05
stork,3.3418499999999997e-07
storm,1.91639e-05
story,9.76582e-05
stout,5.22367e-06
stove,5.489749999999999e-06
strap,2.70248e-06
straw,9.01173e-06
stray,2.97588e-06
strip,1.45102e-05
strut,9.28977e-07
stuck,1.00433e-05
study,0.000240195
stuff,1.53064e-05
stump,2.4986299999999997e-06
stung,1.34034e-06
stunk,6.35714e-08
stunt,8.16811e-07
style,5.60627e-05
suave,3.4659499999999996e-07
sugar,3.88837e-05
suing,1.4051599999999999e-06
suite,4.89705e-06
sulky,4.60405e-07
sully,1.63235e-07
sumac,2.1798999999999998e-07
sunny,3.88234e-06
super,7.31336e-06
surer,6.479479999999999e-07
surge,3.85439e-06
surly,5.50614e-07
sushi,2.99487e-07
swami,4.82984e-08
swamp,3.7321899999999998e-06
swarm,2.04102e-06
swash,1.18639e-07
swath,4.63738e-07
swear,6.1216899999999995e-06
sweat,6.33348e-06
sweep,6.30797e-06
sweet,2.8063e-05
swell,4.44974e-06
swept,1.0153e-05
swift,5.53447e-06
swill,1.58057e-07
swine,3.68365e-06
swing,7.886169999999999e-06
swirl,9.06154e-07
swish,2.97511e-07
swoon,3.98217e-07
swoop,4.96598e-07
sword,1.56866e-05
swore,3.37477e-06
sworn,8.712059999999998e-06
swung,5.77466e-06
synod,1.09639e-06
syrup,3.34659e-06
tabby,1.60583e-07
table,0.000119884
taboo,1.31779e-06
tacit,1.92022e-06
tacky,2.9385599999999995e-07
taffy,8.657460000000001e-08
taint,1.1816999999999998e-06
taken,0.000271784
taker,8.6041e-07
tally,1.4489399999999998e-06
talon,1.1086199999999999e-07
tamer,1.72605e-07
tango,3.0193799999999996e-07
tangy,1.6574599999999998e-07
taper,1.8918399999999999e-06
tapir,1.15571e-07
tardy,7.986570000000001e-07
tarot,1.2897799999999998e-07
taste,2.81278e-05
tasty,9.91338e-07
tatty,7.35703e-08
taunt,5.34406e-07
tawny,8.739509999999999e-07
teach,2.44351e-05
teary,1.332e-07
tease,1.15509e-06
teddy,3.85315e-07
teeth,2.98575e-05
tempo,2.2213699999999996e-06
tenet,8.484e-07
tenor,3.54366e-06
tense,6.3096099999999995e-06
tenth,1.01088e-05
tepee,1.5262e-07
tepid,5.446139999999999e-07
terra,1.7257999999999998e-06
terse,7.22055e-07
testy,1.72886e-07
thank,2.59394e-05
theft,6.38567e-06
their,0.00179912
theme,2.00086e-05
there,0.00114139
these,0.000999997
theta,5.59731e-07
thick,3.87136e-05
thief,3.70012e-06
thigh,4.06232e-06
thing,0.000150782
think,0.00030833
third,0.000153992
thong,4.32737e-07
thorn,1.62471e-06
those,0.000636472
three,0.000460226
threw,1.58379e-05
throb,6.64242e-07
throw,1.98802e-05
thrum,9.398260000000001e-08
thumb,7.17529e-06
thump,7.19366e-07
thyme,8.58289e-07
tiara,2.7339899999999997e-07
tibia,2.0250599999999996e-06
tidal,5.02071e-06
tiger,2.86806e-06
tight,1.70716e-05
tilde,7.62148e-08
timer,1.6445399999999997e-06
timid,2.7593299999999995e-06
tipsy,3.32277e-07
titan,1.4141e-07
tithe,1.3731099999999999e-06
title,0.000103496
toast,3.20561e-06
today,9.11608e-05
toddy,2.3147799999999998e-07
token,5.5243e-06
tonal,1.31949e-06
tonga,5.92176e-08
tonic,2.5924299999999995e-06
tooth,9.84647e-06
topaz,3.1767199999999996e-07
topic,1.86194e-05
torch,3.05385e-06
torso,1.3795299999999999e-06
torus,6.661599999999999e-07
total,0.000212546
totem,6.36976e-07
touch,3.50035e-05
tough,1.0281e-05
towel,3.3486799999999997e-06
tower,1.39517e-05
toxic,1.0812e-05
toxin,2.80554e-06
trace,2.02999e-05
track,3.48959e-05
tract,1.84109e-05
trade,0.00014628
trail,1.13982e-05
train,4.31598e-05
trait,4.53887e-06
tramp,1.54326e-06
trash,3.21661e-06
trawl,8.623929999999999e-07
tread,3.5397899999999997e-06
treat,2.39628e-05
trend,2.34628e-05
triad,1.2145199999999999e-06
trial,9.10294e-05
tribe,1.31707e-05
trice,1.6808199999999998e-07
trick,6.2539599999999995e-06
tried,7.16741e-05
tripe,2.09979e-07
trite,6.41166e-07
troll,3.6091399999999997e-07
troop,3.67865e-06
trope,5.75297e-07
trout,6.4047199999999996e-06
trove,3.11185e-07
truce,2.19461e-06
truck,2.16108e-05
truer,1.1033999999999999e-06
truly,3.19643e-05
trump,7.96955e-07
trunk,1.13325e-05
truss,1.6247199999999998e-06
trust,7.03826e-05
truth,7.97959e-05
tryst,1.8876299999999998e-07
tubal,4.971549999999999e-07
tuber,9.31495e-07
tulip,5.190109999999999e-07
tulle,1.7536e-07
tumor,1.57632e-05
tunic,1.3004999999999999e-06
turbo,7.764779999999999e-07
tutor,3.1543199999999997e-06
twang,2.2564999999999999e-07
tweak,1.96247e-07
tweed,4.1691499999999997e-07
tweet,1.8000799999999998e-07
twice,3.58034e-05
twine,1.3343199999999998e-06
twirl,1.91392e-07
twist,4.741039999999999e-06
twixt,3.29997e-07
tying,2.62177e-06
udder,6.79959e-07
ulcer,3.67397e-06
ultra,4.51308e-06
umbra,1.57028e-07
uncle,1.19347e-05
uncut,1.25449e-06
under,0.000786694
undid,4.01301e-07
undue,6.56891e-06
unfed,9.68665e-08
unfit,4.07326e-06
unify,8.992739999999999e-07
union,6.22215e-05
unite,6.6276299999999994e-06
unity,2.26416e-05
unlit,2.3073499999999998e-07
unmet,5.850129999999999e-07
unset,8.03669e-08
untie,3.28494e-07
until,0.000259263
unwed,2.71009e-07
unzip,7.85185e-08
upper,7.06433e-05
upset,9.063209999999999e-06
urban,4.07832e-05
urine,1.29708e-05
usage,1.44069e-05
usher,9.31774e-07
using,0.00018703
usual,5.79718e-05
usurp,6.50224e-07
utile,1.26113e-07
utter,7.87931e-06
vague,9.806839999999998e-06
valet,1.03139e-06
valid,2.82334e-05
valor,1.1597999999999999e-06
value,0.000272147
valve,2.45404e-05
vapid,2.10047e-07
vapor,9.83779e-06
vault,3.5257499999999997e-06
vaunt,1.2868099999999999e-07
vegan,2.7735e-07
venom,1.49705e-06
venue,3.41292e-06
verge,2.89712e-06
verse,1.67378e-05
verso,8.281029999999999e-07
verve,2.6448299999999997e-07
vicar,2.01755e-06
video,1.66894e-05
vigil,7.26298e-07
vigor,4.25283e-06
villa,2.38716e-06
vinyl,2.7043499999999998e-06
viola,6.28411e-07
viper,3.90081e-07
viral,4.740529999999999e-06
virus,1.91618e-05
visit,5.32988e-05
visor,4.2320200000000003e-07
vista,8.547319999999999e-07
vital,2.62883e-05
vivid,6.74063e-06
vixen,1.35672e-07
vocal,6.25894e-06
vodka,9.66042e-07
vogue,2.2309899999999996e-06
voice,8.50718e-05
voila,7.477820000000001e-08
vomit,1.0043699999999999e-06
voter,4.34273e-06
vouch,5.93917e-07
vowel,4.1555499999999995e-06
vying,3.7905799999999995e-07
wacky,1.41921e-07
wafer,1.68433e-06
wager,1.09959e-06
wagon,8.38935e-06
waist,6.8734999999999995e-06
waive,3.40001e-06
waltz,7.3079e-07
warty,1.96758e-07
waste,4.5604e-05
watch,3.27629e-05
water,0.000400279
waver,4.85465e-07
waxen,2.52795e-07
weary,7.16817e-06
weave,2.19554e-06
wedge,4.2272299999999995e-06
weedy,4.37556e-07
weigh,6.2961699999999996e-06
weird,3.5032899999999997e-06
welch,2.25898e-08
welsh,2.9366900000000002e-08
whack,3.5263e-07
whale,3.69837e-06
wharf,3.43311e-06
wheat,3.02252e-05
wheel,2.37244e-05
whelp,1.3508e-07
where,0.000621543
which,0.00315127
whiff,5.49992e-07
while,0.000359388
whine,6.636059999999999e-07
whiny,7.39654e-08
whirl,1.07094e-06
whisk,6.93122e-07
white,0.00014512
whole,0.000238176
whoop,3.69641e-07
whose,0.00016958
widen,1.88375e-06
wider,1.85372e-05
widow,1.58741e-05
width,2.71136e-05
wield,1.09037e-06
wight,3.2853699999999997e-07
willy,3.0485099999999995e-07
wimpy,5.13614e-08
wince,4.0397999999999994e-07
winch,1.00224e-06
windy,1.1527799999999999e-06
wiser,2.90865e-06
wispy,2.2570299999999997e-07
witch,3.47898e-06
witty,2.11895e-06
woken,5.859619999999999e-07
woman,0.000118722
women,0.00019435
woody,2.3118799999999997e-06
wooer,8.334960000000001e-08
wooly,8.87077e-08
woozy,9.36552e-08
wordy,2.6799599999999996e-07
world,0.000313403
worry,1.54311e-05
worse,2.90394e-05
worst,1.98663e-05
worth,5.65481e-05
would,0.00146645
wound,1.91133e-05
woven,5.1052e-06
wrack,1.52794e-07
wrath,5.4271399999999995e-06
wreak,4.29274e-07
wreck,3.75991e-06
wrest,6.39695e-07
wring,5.527809999999999e-07
wrist,5.60334e-06
write,6.23552e-05
wrong,5.82538e-05
wrote,6.65611e-05
wrung,1.01345e-06
wryly,5.241059999999999e-07
yacht,2.28037e-06
yearn,5.97061e-07
yeast,5.4599399999999994e-06
yield,5.13508e-05
young,0.000166871
youth,3.73707e-05
zebra,5.560489999999999e-07
zesty,5.2787499999999995e-08
zonal,9.9236e-07
